"","x"
"2342","limits of ecodesign: the case for open source product development"
"2343","limits of ecodesign: the case for open source product development"
"2344","limits to compliance and the role of tactile sensing in grasping"
"2345","limits to compliance and the role of tactile sensing in grasping"
"2346","lipopolysaccharide-induced increases in cytokines in discrete mouse
brain regions are detectable using luminex xmap((r)) technology"
"2347","listening to tags: uplink rfid measurements with an open-source
software-defined radio tool"
"2348","listening to tags: uplink rfid measurements with an open-source software-defined radio tool"
"2349","littlebits synth kit as a physically-embodied, domain specific functional programming language"
"2350","live demonstration: hardware design of video defogging method for
real-time applications"
"2351","live demonstration: hardware design of video defogging method for real-time applications"
"2352","livecoding the synthkit: little bits as an embodied programming language"
"2353","livecoding the synthkit: littlebits as an embodied programming language"
"2354","load balancing, broadcast, and scatter primitives for efficient
multicore applications"
"2355","load balancing, broadcast, and scatter primitives for efficient multicore applications"
"2356","local synthesis of carbon nanotubes for direct integration in si
microsystems - design considerations"
"2357","local synthesis of carbon nanotubes for direct integration in si microsystems - design considerations"
"2358","localization and navigation of a mobile robot in an office-like
environment"
"2359","localization and navigation of a mobile robot in an office-like environment"
"2360","localization, grasping, and transportation of magnetic objects by a team of mavs in challenging desert-like environments"
"2361","locating an acoustic source using low-cost hardware"
"2362","loclop: low-cost/low-processing power methodology for deriving heart rate and respiratory rate in time-critical domain"
"2363","loggerbit: an optimization of the openlog board for data logging with low cost hardware platforms for biomedical applications"
"2364","loko: predictable latency in small networks"
"2365","loko: predictable latency in small networks"
"2366","long-term learning behavior in a recurrent neural network for sound
recognition"
"2367","long-term learning behavior in a recurrent neural network for sound recognition"
"2368","looks like eve: exposing insider threats using eye movement biometrics"
"2369","looks like eve: exposing insider threats using eye movement biometrics"
"2370","loon-dock: auv homing and docking for high-bandwidth data transmission"
"2371","loon-dock: auv homing and docking for high-bandwidth data transmission"
"2372","lora-based iot data monitoring and collecting platform"
"2373","low comple×ity and low-cost hardware sharing design of fast multistandard 2-d dct/idct for image/video coding"
"2374","low computational complexity and minimizing training overhead for hybrid precoding in millimeter wave systems"
"2375","low cost - high value: optimization of different artificial lift systems
based on in-house failure analysis"
"2376","low cost - high value: optimization of different artificial lift systems based on in-house failure analysis"
"2377","low cost - high value: optimization of different artificial lift systems based on in-house failure analysis"
"2378","low cost analyzer for the determination of phosphorus based on
open-source hardware and pulsed flows"
"2379","low cost analyzer for the determination of phosphorus based on open-source hardware and pulsed flows"
"2380","low cost analyzer for the determination of phosphorus based on open-source hardware and pulsed flows"
"2381","low cost and open source multi-fluorescence imaging system for teaching
and research in biology and bioengineering"
