"","x"
"2429","low-cost equipment for electroformation of giant unilamellar vesicles"
"2430","low-cost equipment for measurement of thermoelectric properties"
"2431","low-cost equipment for measurement of thermoelectric properties"
"2432","low-cost equipment for photochemical reactions"
"2433","low-cost equipment for photochemical reactions"
"2434","low-cost equipment for the evaluation of reach and grasp in post-stroke individuals: a pilot study"
"2435","low-cost equipment for the evaluation of reach and grasp in post-strokeindividuals: a pilot study"
"2436","low-cost fiber bragg grating-based static and dynamic strain system forstructural monitoring"
"2437","low-cost fpga implementation of 2d digital pre-distorter for concurrent dual-band power amplifier"
"2438","low-cost fpga implementation of volterra series-based digitalpredistorter for rf power amplifiers"
"2439","low-cost geo-data acquisition for the urban built environment"
"2440","low-cost gsm telephony in the amazon region based onopen-source/open-hardware projects"
"2441","low-cost hardware \& control design of an inverted pendulum usingconventional, fuzzy and hybrid techniques"
"2442","low-cost hardware & control design of an inverted pendulum using conventional, fuzzy and hybrid techniques"
"2443","low-cost hardware architecture design for 3d warping engine in multiviewvideo applications"
"2444","low-cost hardware architectures for mersenne modulo functional units"
"2445","low-cost hardware architectures for mersenne modulo functional units"
"2446","low-cost hardware for a time-domain microwave system for breast health monitoring"
"2447","low-cost hardware for a time-domain microwave system for breast healthmonitoring"
"2448","low-cost hardware implementation of elliptic curve cryptography for general prime fields"
"2449","low-cost hardware implementation of elliptic curve cryptography forgeneral prime fields"
"2450","low-cost hardware implementation of reservoir computers"
"2451","low-cost hardware implementation of sm4 based on composite field"
"2452","low-cost hardware implementation of sm4 based on composite field"
"2453","low-cost hardware in the loop implementation of a boost converter"
"2454","low-cost hardware in the loop implementation of a boost converter"
"2455","low-cost hardware infrastructure for runtime thread level energy accounting"
"2456","low-cost hardware platform for angle of arrival estimation using compressive sensing"
"2457","low-cost hardware platform for teaching iot concepts [plataforma de hardware de baixo custo para ensino de conceitos em internet das coisas]"
"2458","low-cost hardware profiling of run-time and energy in fpga embeddedprocessors"
"2459","low-cost hardware-in-the-loop flight simulation system [一种低成本的半实物飞行仿真系统]"
"2460","low-cost hardware-in-the-loop platform for embedded control strategiessimulation"
"2461","low-cost hardware-in-the-loop test of a spacecraft attitude control system"
"2462","low-cost hardware-in-the-loop test of a spacecraft attitude controlsystem"
"2463","low-cost hardware-in-the-loop testbed of a mobile robot to support learning in automatic control and robotics"
"2464","low-cost hardware-in-the-loop testbed of a mobile robot to supportlearning in automatic control and robotics"
"2465","low-cost hardware-sharing architecture of fast 1-d inverse transformsfor h.264/avc and avs applications"
"2466","low-cost image search system on off-line situation"
"2467","low-cost image search system on off-line situation"
"2468","low-cost intelligent gesture recognition engine for audio-vocally impaired individuals"
"2469","low-cost intelligent gesture recognition engine for audio-vocallyimpaired individuals"
"2470","low-cost intelligent static gesture recognition system"
"2471","low-cost intelligent static gesture recognition system"
"2472","low-cost lifting architecture and lossless implementation of daubechies-8 wavelets"
